store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,coord_source,fips_source
hartselle-al,,https://www.planetfitness.com/gyms/hartselle-al,"Planet Fitness - Hartselle, AL",open,240 Highway 31,Hartselle,,Alabama,AL,35640,US,34.44,-86.9407,America/Chicago,,,256-387-7005,01,01103,01103005303,011030053034009,19460,290,ceo,census
pell-city-al,,https://www.planetfitness.com/gyms/pell-city-al,"Planet Fitness - Pell City, AL",open,300 Vaughan Ln,Pell City,,Alabama,AL,35125,US,33.6077,-86.2733,America/Chicago,,,659-214-1133,01,01115,01115040207,011150402071054,13820,142,ceo,census
birmingham-roebuck-al,,https://www.planetfitness.com/gyms/birmingham-roebuck-al,"Planet Fitness - Birmingham, AL",open,9118 Parkway E,Birmingham,,Alabama,AL,35206,US,33.5858,-86.7032,America/Chicago,,,205-208-0414,01,01073,01073000100,010730001001002,13820,142,ceo,census
oxford-al,,https://www.planetfitness.com/gyms/oxford-al,"Planet Fitness - Oxford, AL",open,140 Spring Branch Rd,Oxford,,Alabama,AL,36203,US,33.6044,-85.8357,America/Chicago,,,256-403-6348,01,01015,01015001103,010150011033004,11500,,ceo,census
gadsden-al,,https://www.planetfitness.com/gyms/gadsden-al,"Planet Fitness - Gadsden, AL",open,1001 Rainbow Dr,Gadsden,,Alabama,AL,35901,US,33.9954,-86.0075,America/Chicago,,,256-438-5459,01,01055,01055001200,010550012003009,23460,,ceo,census
south-huntsville-al,,https://www.planetfitness.com/gyms/south-huntsville-al,"Planet Fitness - Huntsville, AL",open,11319 S Memorial Pkwy,Huntsville,,Alabama,AL,35803,US,34.6333,-86.5665,America/Chicago,,,256-427-4285,01,01089,01089002911,010890029112011,26620,290,ceo,census
montgomery-southeast-al,,https://www.planetfitness.com/gyms/montgomery-southeast-al,"Planet Fitness - Montgomery, AL",open,7860 Vaughn Rd,Montgomery,,Alabama,AL,36116,US,32.337,-86.1808,America/Chicago,,,334-593-3327,01,01101,01101005609,011010056091000,33860,388,ceo,census
montgomery-eastdale-circle-al,,https://www.planetfitness.com/gyms/montgomery-eastdale-circle-al,"Planet Fitness - Montgomery, AL",open,3530 Eastdale Circle,Montgomery,,Alabama,AL,36117,US,32.3838,-86.2022,America/Chicago,,,334-271-1600,01,01101,01101005402,011010054023012,33860,388,ceo,census
albertville-al,,https://www.planetfitness.com/gyms/albertville-al,"Planet Fitness - Albertville, AL",open,5850 US Hwy 431,Albertville,,Alabama,AL,35950,US,34.2631,-86.1873,America/Chicago,,,256-660-0410,01,01095,01095030804,010950308041002,10700,290,ceo,census
mobile-west-schillinger-rd-al,,https://www.planetfitness.com/gyms/mobile-west-schillinger-rd-al,"Planet Fitness - Mobile, AL",open,900B Schillinger Rd,Mobile,,Alabama,AL,36695,US,30.6718,-88.2286,America/Chicago,,,251-776-5600,01,01097,01097006409,010970064093006,33660,380,ceo,census
mobile-tillmans-corner-al,,https://www.planetfitness.com/gyms/mobile-tillmans-corner-al,"Planet Fitness - Mobile, AL",open,5363 Hwy 90 W,Mobile,,Alabama,AL,36619,US,30.5939,-88.1678,America/Chicago,,,251-660-1700,01,01097,01097006802,010970068023019,33660,380,ceo,fcc
mobile-dauphin-st-al,,https://www.planetfitness.com/gyms/mobile-dauphin-st-al,"Planet Fitness - Mobile, AL",open,3055 Dauphin St,Mobile,,Alabama,AL,36606,US,30.6886,-88.1165,America/Chicago,,,251-287-1108,01,01097,01097002800,010970028005000,33660,380,ceo,census
anchorage-dimond-blvd-ak,,https://www.planetfitness.com/gyms/anchorage-dimond-blvd-ak,"Planet Fitness - Anchorage, AK",open,1920 W Dimond Blvd,Anchorage,,Alaska,AK,99515,US,61.1361,-149.9161,America/Anchorage,,,907-341-5500,02,02020,02020002712,020200027125001,11260,,ceo,census
anchorage-northway-ak,,https://www.planetfitness.com/gyms/anchorage-northway-ak,"Planet Fitness - Anchorage, AK",open,3101 Penland Pkwy,Anchorage,,Alaska,AK,99508,US,61.2168,-149.8199,America/Anchorage,,,907-868-7600,02,02020,02020000901,020200009012006,11260,,ceo,census
eagle-river-ak,,https://www.planetfitness.com/gyms/eagle-river-ak,"Planet Fitness - Eagle River, AK",open,17151 N Juanita Loop,Eagle River,,Alaska,AK,99577,US,61.3372,-149.5625,America/Anchorage,,,907-694-5566,02,02020,02020000202,020200002022004,11260,,ceo,census
casa-grande-az,,https://www.planetfitness.com/gyms/casa-grande-az,"Planet Fitness - Casa Grande, AZ",open,Tri Valley Plaza,Casa Grande,,Arizona,AZ,85122,US,32.8775,-111.7305,America/Phoenix,,,520-788-6200,04,04021,04021001406,040210014062001,38060,429,ceo,fcc
tuscaloosa-al,,https://www.planetfitness.com/gyms/tuscaloosa-al,"Planet Fitness - Tuscaloosa, AL",open,1800 McFarland Blvd E,Tuscaloosa,,Alabama,AL,35404,US,33.1934,-87.5288,America/Chicago,,,205-752-7878,01,01125,01125012001,011250120012005,46220,,ceo,census
montgomery-governors-sq-al,,https://www.planetfitness.com/gyms/montgomery-governors-sq-al,"Planet Fitness - Montgomery, AL",open,2883 E South Blvd,Montgomery,,Alabama,AL,36116,US,32.3289,-86.2494,America/Chicago,,,334-457-7080,01,01101,01101002800,011010028004001,33860,388,ceo,fcc
buckeye-az,,https://www.planetfitness.com/gyms/buckeye-az,"Planet Fitness - Buckeye, AZ",open,1341 S Watson Rd,Buckeye,,Arizona,AZ,85326,US,33.4341,-112.5539,America/Phoenix,,,480-360-2770,04,04013,04013050614,040130506141000,38060,429,ceo,census
mobile-university-blvd-al,,https://www.planetfitness.com/gyms/mobile-university-blvd-al,"Planet Fitness - Mobile, AL",open,308 S University Blvd,Mobile,,Alabama,AL,36609,US,30.6738,-88.1717,America/Chicago,,,251-414-2700,01,01097,01097003704,010970037044016,33660,380,ceo,census
tuscaloosa-skyland-blvd-al,,https://www.planetfitness.com/gyms/tuscaloosa-skyland-blvd-al,"Planet Fitness - Tuscaloosa, AL",open,635 Skyland Blvd,Tuscaloosa,,Alabama,AL,35405,US,33.1633,-87.5461,America/Chicago,,,205-506-2717,01,01125,01125012404,011250124041003,46220,,ceo,census
cottonwood-az,,https://www.planetfitness.com/gyms/cottonwood-az,"Planet Fitness - Cottonwood, AZ",open,1655 E Cottonwood St,Cottonwood,,Arizona,AZ,86326,US,34.7278,-112.007,America/Phoenix,,,928-963-9300,04,04025,04025002003,040250020031026,39150,,ceo,census
bullhead-city-az,,https://www.planetfitness.com/gyms/bullhead-city-az,"Planet Fitness - Bullhead City, AZ",open,1568 Marina Blvd,Bullhead City,,Arizona,AZ,86442,US,35.0996,-114.597,America/Phoenix,,,928-299-5074,04,04015,04015951800,040159518001000,29420,,ceo,census
birmingham-inverness-al,,https://www.planetfitness.com/gyms/birmingham-inverness-al,"Planet Fitness - Birmingham, AL",open,168 Inverness Plz,Birmingham,,Alabama,AL,35242,US,33.419,-86.6974,America/Chicago,,,205-408-0020,01,01117,01117030347,011170303473007,13820,142,ceo,fcc
wasilla-ak,,https://www.planetfitness.com/gyms/wasilla-ak,"Planet Fitness - Wasilla, AK",open,2241 E Sun Mountain Ave,Wasilla,,Alaska,AK,99654,US,61.5747,-149.3936,America/Anchorage,,,907-376-3320,02,02170,02170000900,021700009002005,11260,,ceo,census
fairbanks-ak,,https://www.planetfitness.com/gyms/fairbanks-ak,"Planet Fitness - Fairbanks, AK",open,1255 Airport Way,Fairbanks,,Alaska,AK,99701,US,64.8356,-147.7427,America/Anchorage,,,907-374-4441,02,02090,02090000200,020900002001017,21820,,ceo,census
apache-junction-az,,https://www.planetfitness.com/gyms/apache-junction-az,"Planet Fitness - Apache Junction, AZ",open,3003 W Apache Trl Ste 1,Apache Junction,,Arizona,AZ,85120,US,33.414,-111.5788,America/Phoenix,,,480-845-1021,04,04021,04021000312,040210003121016,38060,429,ceo,census
maricopa-az,,https://www.planetfitness.com/gyms/maricopa-az,"Planet Fitness - Maricopa, AZ",open,20595 N John Wayne Pkwy,Maricopa,,Arizona,AZ,85139,US,33.0658,-112.0447,America/Phoenix,,,520-666-2300,04,04021,04021001706,040210017061001,38060,429,ceo,census
oro-valley-rooney-ranch-az,,https://www.planetfitness.com/gyms/oro-valley-rooney-ranch-az,"Planet Fitness - Oro Valley, AZ",open,10525 N Oracle Rd,Oro Valley,,Arizona,AZ,85737,US,32.3984,-110.9607,America/Phoenix,,,520-614-6922,04,04019,04019004619,040190046193000,46060,536,ceo,census
flagstaff-east-az,,https://www.planetfitness.com/gyms/flagstaff-east-az,"Planet Fitness - Flagstaff, AZ",open,4650 US Hwy 89,Flagstaff,,Arizona,AZ,86004,US,35.2228,-111.5827,America/Phoenix,,,928-326-2990,04,04005,04005000500,040050005003024,22380,,ceo,census
queen-creek-az,,https://www.planetfitness.com/gyms/queen-creek-az,"Planet Fitness - Queen Creek, AZ",open,21545 S Ellsworth Loop Rd,Queen Creek,,Arizona,AZ,85142,US,33.2527,-111.6362,America/Phoenix,,,623-748-4250,04,04013,04013817102,040138171021000,38060,429,ceo,census
chandler-downtown-az,,https://www.planetfitness.com/gyms/chandler-downtown-az,"Planet Fitness - Chandler, AZ",open,1420 S Arizona Ave,Chandler,,Arizona,AZ,85286,US,33.2855,-111.843,America/Phoenix,,,480-963-4200,04,04013,04013812000,040138120002001,38060,429,ceo,census
lake-havasu-city-az,,https://www.planetfitness.com/gyms/lake-havasu-city-az,"Planet Fitness - Lake Havasu City, AZ",open,1755 McCulloch Blvd N,Lake Havasu City,,Arizona,AZ,86403,US,34.4771,-114.3424,America/Los_Angeles,,,928-302-2025,04,04015,04015953001,040159530011014,29420,,ceo,census
gilbert-greenfield-lakes-az,,https://www.planetfitness.com/gyms/gilbert-greenfield-lakes-az,"Planet Fitness - Gilbert, AZ",open,858 S Greenfield Rd,Gilbert,,Arizona,AZ,85296,US,33.3351,-111.7397,America/Phoenix,,,602-904-5060,04,04013,04013814600,040138146001000,38060,429,ceo,census
gilbert-gateway-az,,https://www.planetfitness.com/gyms/gilbert-gateway-az,"Planet Fitness - Gilbert, AZ",open,5382 S Power Rd,Gilbert,,Arizona,AZ,85295,US,33.3182,-111.6886,America/Phoenix,,,602-730-7400,04,04013,04013815201,040138152012009,38060,429,ceo,census
gilbert-val-vista-az,,https://www.planetfitness.com/gyms/gilbert-val-vista-az,"Planet Fitness - Gilbert, AZ",open,4874 S Val Vista Dr,Gilbert,,Arizona,AZ,85298,US,33.2619,-111.7571,America/Phoenix,,,480-508-8815,04,04013,04013815902,040138159021000,38060,429,ceo,census
chandler-north-az,,https://www.planetfitness.com/gyms/chandler-north-az,"Planet Fitness - Chandler, AZ",open,2980 N Alma School Rd,Chandler,,Arizona,AZ,85224,US,33.3475,-111.8609,America/Phoenix,,,480-634-4773,04,04013,04013422210,040134222102000,38060,429,ceo,census
sierra-vista-az,,https://www.planetfitness.com/gyms/sierra-vista-az,"Planet Fitness - Sierra Vista, AZ",open,493 N Hwy 90 Ste 100,Sierra Vista,,Arizona,AZ,85635,US,31.559,-110.2541,America/Phoenix,,,520-263-4543,04,04003,04003001702,040030017021015,43420,,ceo,census
chandler-ahwatukee-az,,https://www.planetfitness.com/gyms/chandler-ahwatukee-az,"Planet Fitness - Chandler, AZ",open,1020 N 54th St,Chandler,,Arizona,AZ,85226,US,33.3207,-111.9706,America/Phoenix,,,480-705-3264,04,04013,04013810400,040138104002008,38060,429,ceo,census
green-valley-az,,https://www.planetfitness.com/gyms/green-valley-az,"Planet Fitness - Sahuarita, AZ",open,100 W Duval Mine Rd,Sahuarita,,Arizona,AZ,85614,US,31.9064,-110.9897,America/Phoenix,,,520-284-6484,04,04019,04019004327,040190043272001,46060,536,ceo,census
glendale-cactus-az,,https://www.planetfitness.com/gyms/glendale-cactus-az,"Planet Fitness - Glendale, AZ",open,4414 W Cactus Rd,Glendale,,Arizona,AZ,85304,US,33.5973,-112.1532,America/Phoenix,,,602-767-7007,04,04013,04013104219,040131042191022,38060,429,ceo,census
gilbert-downtown-az,,https://www.planetfitness.com/gyms/gilbert-downtown-az,"Planet Fitness - Gilbert, AZ",open,915 S Gilbert Rd,Gilbert,,Arizona,AZ,85296,US,33.334,-111.7887,America/Phoenix,,,480-372-2555,04,04013,04013814400,040138144002008,38060,429,ceo,fcc
gilbert-mcqueen-az,,https://www.planetfitness.com/gyms/gilbert-mcqueen-az,"Planet Fitness - Gilbert, AZ",open,706 N McQueen Rd,Gilbert,,Arizona,AZ,85233,US,33.3625,-111.8258,America/Phoenix,,,623-250-5520,04,04013,04013422307,040134223072000,38060,429,ceo,census
goodyear-az,,https://www.planetfitness.com/gyms/goodyear-az,"Planet Fitness - Goodyear, AZ",open,515 S Cotton Ln,Goodyear,,Arizona,AZ,85338,US,33.442,-112.4235,America/Phoenix,,,623-900-2005,04,04013,04013061051,040130610512000,38060,429,ceo,census
glendale-downtown-az,,https://www.planetfitness.com/gyms/glendale-downtown-az,"Planet Fitness - Glendale, AZ",open,5121 W Glendale Ave,Glendale,,Arizona,AZ,85301,US,33.537,-112.1697,America/Phoenix,,,623-748-9223,04,04013,04013092900,040130929001000,38060,429,ceo,census
goodyear-litchfield-az,,https://www.planetfitness.com/gyms/goodyear-litchfield-az,"Planet Fitness - Goodyear, AZ",open,409 N Litchfield Rd,Goodyear,,Arizona,AZ,85338,US,33.4509,-112.3569,America/Phoenix,,,623-777-4300,04,04013,04013061300,040130613001008,38060,429,ceo,census
surprise-az,,https://www.planetfitness.com/gyms/surprise-az,"Planet Fitness - Surprise, AZ",open,15569 W Bell Rd,Surprise,,Arizona,AZ,85374,US,33.6371,-112.3958,America/Phoenix,,,602-892-8650,04,04013,04013061027,040130610274001,38060,429,ceo,census
anchorage-northern-lights-blvd-ak,,https://www.planetfitness.com/gyms/anchorage-northern-lights-blvd-ak,"Planet Fitness - Anchorage, AK",open,670 E Northern Lights Blvd,Anchorage,,Alaska,AK,99503,US,61.1948,-149.8722,America/Anchorage,,,907-444-4400,02,02020,02020001900,020200019001000,11260,,ceo,census
peoria-south-az,,https://www.planetfitness.com/gyms/peoria-south-az,"Planet Fitness - Peoria, AZ",open,7565 W Peoria Ave,Peoria,,Arizona,AZ,85345,US,33.58,-112.2218,America/Phoenix,,,623-792-5211,04,04013,04013071911,040130719112000,38060,429,ceo,census
scottsdale-ranch-az,,https://www.planetfitness.com/gyms/scottsdale-ranch-az,"Planet Fitness - Scottsdale, AZ",open,10105 E Vía Linda,Scottsdale,,Arizona,AZ,85258,US,33.5734,-111.8632,America/Phoenix,,,602-362-2050,04,04013,04013216833,040132168331002,38060,429,ceo,census
mesa-northeast-az,,https://www.planetfitness.com/gyms/mesa-northeast-az,"Planet Fitness - Mesa, AZ",open,1919 N Power Rd,Mesa,,Arizona,AZ,85205,US,33.4508,-111.6811,America/Phoenix,,,480-508-7850,04,04013,04013420105,040134201051010,38060,429,ceo,census
kingman-az,,https://www.planetfitness.com/gyms/kingman-az,"Planet Fitness - Kingman, AZ",open,3911 N Stockton Hill Rd,Kingman,,Arizona,AZ,86409,US,35.2362,-114.0381,America/Phoenix,,,928-263-6446,04,04015,04015954900,040159549002000,29420,,ceo,census
mesa-central-az,,https://www.planetfitness.com/gyms/mesa-central-az,"Planet Fitness - Mesa, AZ",open,2643 E Broadway Rd,Mesa,,Arizona,AZ,85204,US,33.407,-111.7741,America/Phoenix,,,480-219-8484,04,04013,04013422502,040134225021000,38060,429,ceo,census
phoenix-laveen-az,,https://www.planetfitness.com/gyms/phoenix-laveen-az,"Planet Fitness - Phoenix, AZ",open,3630 W Southern Ave,Phoenix,,Arizona,AZ,85041,US,33.3943,-112.1355,America/Phoenix,,,602-354-3887,04,04013,04013115500,040131155002013,38060,429,ceo,census
nogales-az,,https://www.planetfitness.com/gyms/nogales-az,"Planet Fitness - Nogales, AZ",open,570 W Mariposa Rd,Nogales,,Arizona,AZ,85621,US,31.3667,-110.9417,America/Phoenix,,,520-377-2816,04,04023,04023966200,040239662002014,35700,536,ceo,census
phoenix-estrella-az,,https://www.planetfitness.com/gyms/phoenix-estrella-az,"Planet Fitness - Phoenix, AZ",open,7620 W Lower Buckeye Rd,Phoenix,,Arizona,AZ,85043,US,33.4241,-112.2248,America/Phoenix,,,480-360-2384,04,04013,04013112510,040131125102010,38060,429,ceo,fcc
phoenix-piestewa-peak-az,,https://www.planetfitness.com/gyms/phoenix-piestewa-peak-az,"Planet Fitness - Phoenix, AZ",open,3202 E Greenway Rd,Phoenix,,Arizona,AZ,85032,US,33.6276,-112.0116,America/Phoenix,,,623-439-5550,04,04013,04013103303,040131033033009,38060,429,ceo,census
phoenix-indian-school-az,,https://www.planetfitness.com/gyms/phoenix-indian-school-az,"Planet Fitness - Phoenix, AZ",open,4344 W Indian School Rd,Phoenix,,Arizona,AZ,85031,US,33.4971,-112.153,America/Phoenix,,,602-767-7005,04,04013,04013109300,040131093001012,38060,429,ceo,census
tempe-east-az,,https://www.planetfitness.com/gyms/tempe-east-az,"Planet Fitness - Tempe, AZ",open,3122 S Mcclintock Dr,Tempe,,Arizona,AZ,85282,US,33.3958,-111.9104,America/Phoenix,,,480-361-4200,04,04013,04013319500,040133195004017,38060,429,ceo,census
phoenix-metro-center-az,,https://www.planetfitness.com/gyms/phoenix-metro-center-az,"Planet Fitness - Phoenix, AZ",open,3331 W Peoria Ave,Phoenix,,Arizona,AZ,85029,US,33.5808,-112.1323,America/Phoenix,,,602-374-5957,04,04013,04013104205,040131042052003,38060,429,ceo,census
avondale-az,,https://www.planetfitness.com/gyms/avondale-az,"Planet Fitness - Avondale, AZ",open,200 N Avondale Blvd,Avondale,,Arizona,AZ,85323,US,33.448,-112.3081,America/Phoenix,,,623-882-9228,04,04013,04013082026,040130820262000,38060,429,ceo,census
phoenix-sunnyslope-az,,https://www.planetfitness.com/gyms/phoenix-sunnyslope-az,"Planet Fitness - Phoenix, AZ",open,8921 N 7th Street,Phoenix,,Arizona,AZ,85020,US,33.5667,-112.0641,America/Phoenix,,,480-745-2710,04,04013,04013105200,040131052003004,38060,429,ceo,census
phoenix-arcadia-az,,https://www.planetfitness.com/gyms/phoenix-arcadia-az,"Planet Fitness - Phoenix, AZ",open,3975 E Thomas Rd,Phoenix,,Arizona,AZ,85018,US,33.4786,-111.9966,America/Phoenix,,,602-275-0681,04,04013,04013111402,040131114021000,38060,429,ceo,census
phoenix-west-az,,https://www.planetfitness.com/gyms/phoenix-west-az,"Planet Fitness - Phoenix, AZ",open,7333 W Thomas Rd Ste 78,Phoenix,,Arizona,AZ,85033,US,33.4794,-112.2181,America/Phoenix,,,623-344-0600,04,04013,04013112520,040131125202003,38060,429,ceo,census
tucson-old-spanish-trail-az,,https://www.planetfitness.com/gyms/tucson-old-spanish-trail-az,"Planet Fitness - Tucson, AZ",open,9590 E 22nd St,Tucson,,Arizona,AZ,85748,US,32.2053,-110.7881,America/Phoenix,,,520-296-2518,04,04019,04019004026,040190040261004,46060,536,ceo,census
tucson-irvington-i-19-az,,https://www.planetfitness.com/gyms/tucson-irvington-i-19-az,"Planet Fitness - Tucson, AZ",open,4755 S Calle Santa Cruz Rd,Tucson,,Arizona,AZ,85714,US,32.1657,-110.989,America/Phoenix,,,520-495-4200,04,04019,04019002509,040190025093040,46060,536,ceo,fcc
phoenix-bellair-az,,https://www.planetfitness.com/gyms/phoenix-bellair-az,"Planet Fitness - Phoenix, AZ",open,4907 W Bell Rd,Phoenix,,Arizona,AZ,85308,US,33.638,-112.1655,America/Phoenix,,,602-595-2779,04,04013,04013104225,040131042253002,38060,429,ceo,census
mesa-west-az,,https://www.planetfitness.com/gyms/mesa-west-az,"Planet Fitness - Mesa, AZ",open,825 W University Dr,Mesa,,Arizona,AZ,85201,US,33.4209,-111.8493,America/Phoenix,,,480-307-8478,04,04013,04013421302,040134213024000,38060,429,ceo,census
tempe-west-az,,https://www.planetfitness.com/gyms/tempe-west-az,"Planet Fitness - Tempe, AZ",open,1405 W Southern Ave,Tempe,,Arizona,AZ,85282,US,33.3916,-111.9617,America/Phoenix,,,480-219-8281,04,04013,04013319708,040133197081000,38060,429,ceo,census
phoenix-south-mountain-az,,https://www.planetfitness.com/gyms/phoenix-south-mountain-az,"Planet Fitness - Phoenix, AZ",open,26 E Baseline Rd,Phoenix,,Arizona,AZ,85042,US,33.3787,-112.0719,America/Phoenix,,,602-761-9712,04,04013,04013116500,040131165003018,38060,429,ceo,census
tucson-bridges-az,,https://www.planetfitness.com/gyms/tucson-bridges-az,"Planet Fitness - Tucson, AZ",open,1125 E Tucson Marketplace Blvd,Tucson,,Arizona,AZ,85713,US,32.188,-110.9545,America/Phoenix,,,520-867-6888,04,04019,04019002202,040190022022028,46060,536,ceo,census
tucson-swanway-plaza-az,,https://www.planetfitness.com/gyms/tucson-swanway-plaza-az,"Planet Fitness - Tucson, AZ",open,4722 E Broadway Blvd,Tucson,,Arizona,AZ,85711,US,32.2207,-110.891,America/Phoenix,,,520-829-7300,04,04019,04019003400,040190034001001,46060,536,ceo,census
